source_file,mongo_id,reviewerID,asin,reviewerName,helpful_votes,helpful_total,helpful_ratio,reviewText,text_length,text_missing,text_very_short,summary,summary_missing,overall,rating_polarity,unixReviewTime,review_datetime_utc,category,class_raw,class_missing,row_key_hash,bfr_CS,bfr_MNR,bfr_RB,bfr_RC,bfr_PR,bfr_NR,bfr_FR,bfr_RSP,bfr_AW,bfr_RD,bfr_RL,bfr_ER,bfr_PC,candidate_label
separate.csv,,A38ZJ690VW86XK,B0037UP9MY,dr victoria,0.0,0.0,,My 18 month old granddaughter has made this her favorite baby. Just the right size for a small child. Made very well.,117,0,0,My 18 month old granddaughter has made this her favorite baby. Just the right size for a small ...,0,5.0,1.0,1403654400.0,2014-06-25 00:00:00+00:00,Toys_and_Games,1.0,0,18063439300718012930,0.4308202184276645,1.0,11.0,11.0,100.0,0.0,0.1818181818181818,0.0,0.0,0.3916083916083916,117.0,1.0,0.0,0
separate.csv,,AQJK9G5BJDKHE,B001W30D2O,Amazon Customer,0.0,0.0,,"Got this for my son when he was only 4 months old. He loved it then and still does. For what this does I'm surprised it doesn't cost more. Listening to the same recordings every time can drive parents crazy. This lets you pick and choose songs and comments that you find tolerable. If you get tired of them, just plug it in to your computer and change them up.I do wish this came in more than just one color for each gender. I have 4 nephews that I'd love to get this for but I don't to avoid confusion. I'd recommend it for anyone with young kids. Older kids may find it a bit childish.",587,0,0,Pretty cool,0,5.0,1.0,1329782400.0,2012-02-21 00:00:00+00:00,Toys_and_Games,1.0,0,6761364145903744831,0.3596816537144748,1.0,2.0,7.0,42.85714285714285,28.57142857142857,0.4285714285714285,0.0,944.0,0.3774891774891777,587.0,1.0,0.6493506493506493,0
separate.csv,,A3MSH2YW203752,B0002HYW82,Leo Hott,0.0,0.0,,"When I read the item description it said it was three & a half inches tall, slightly taller with raised halberd. I thought that meant the figure was three and a half inches tall to the top of his head. I was wrong & he is only three inches tall from his feet to the top of his head making him a bit shorter than the average knight available on the market today. As there is a wide range & differences in the human condition I can still put him on the battle field but if you compare him to Prince Iron Heart another Bullyland knight he looks quite short. His detail is on par with Papo products & I love his action pose. I don't know why there is such a variation in scale being they are advertised together but this figure & the knight with flail & Brown horse are even smaller looking like children when set beside the &#34;Prince Iron Heart&#34; Figure.",856,0,0,Only three inches tall to the top of figures head.,0,4.0,1.0,1392940800.0,2014-02-21 00:00:00+00:00,Toys_and_Games,1.0,0,5202226249887934349,0.6575203687888601,0.0,0.0,136.0,99.26470588235294,0.7352941176470588,0.3970588235294117,0.0,1242.0,0.0,856.0,0.0,1.8950437317784257,0
separate.csv,,A31J374YOS01NC,B00BV1OQGG,Christopher A. Moreno,0.0,0.0,,"Girlfriend is a Wicket lover, and got this for a special day. She loves it, especially its little bobble head.",110,0,0,Love It,0,5.0,1.0,1391472000.0,2014-02-04 00:00:00+00:00,Toys_and_Games,1.0,0,5236068908290117971,0.4175628086313334,0.6153846153846154,8.0,82.0,97.5609756097561,1.2195121951219512,0.0853658536585365,0.0,855.0,0.0,110.0,1.0,1.1235955056179776,0
separate.csv,,ACZSMCE68PQ2B,B006AYAQ36,"Tony ""stormtrooper""",0.0,1.0,0.0,"AMAZING!!!! Thats all I can say about Gentle Giants Deadpool mini bust. Its true to the character with his trade mark swords, mask and red/black costume. Makes me proud to be a fan of the Merc with a Mouth. Bust is sizeable and heavy. Made of quality materials and not weak. The Crimson Comedian has definatley been done some serious justice with this truly exceptional mini bust.DEADPOOL FOR THE WIN!!!!!!",406,0,0,Mini Bust,0,5.0,1.0,1372032000.0,2013-06-24 00:00:00+00:00,Toys_and_Games,1.0,0,4918977149013474298,0.5079102510017461,0.0,0.0,18.0,100.0,0.0,0.2777777777777778,0.0,445.0,0.0,406.0,1.0,9.667673716012084,0
separate.csv,,A29IU9Y1627TJ8,B00A8E5GH0,Charles D Morgan,1.0,1.0,1.0,I was very pleased that this arrived by the date specified since it was a birthday present for my son...he absolutely loved it!,127,0,0,"On-time delivery, good quality product",0,5.0,1.0,1376524800.0,2013-08-15 00:00:00+00:00,Toys_and_Games,1.0,0,13069465516648878529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666666666667,127.0,1.0,1.96078431372549,0
separate.csv,,A1N3UF3214ROBB,B003AQBBV8,CARMEN OCASIO,0.0,0.0,,I bought this for a 4 year old. It was a good purchase. He likes it. It's his first pair and e takes them everywhere.,117,0,0,Good buy,0,4.0,1.0,1373155200.0,2013-07-07 00:00:00+00:00,Toys_and_Games,1.0,0,4354099603575525941,0.2038098661460272,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0416666666666669,117.0,0.0,0.0,0
separate.csv,,A3LJHDFKK4MKAK,B005JGIMVY,Little Lambs Daycare,0.0,0.0,,Another great and affordable gift.  These pens worked well as a gift for children. I would order these again. I order from this company a lot and you can always rely on the quality of this company's items.,205,0,0,Great writing pens,0,5.0,1.0,1402185600.0,2014-06-08 00:00:00+00:00,Toys_and_Games,1.0,0,9149518229039140001,0.4550681009806583,0.0,0.0,6.0,66.66666666666666,33.33333333333333,0.1666666666666666,0.0,773.0,0.0,205.0,1.0,0.0,0
separate.csv,,A2GJ0N2M4BL3E9,B001SOQBW8,lots_of_luvin20,0.0,0.0,,"I bought this for my 3 year old for Halloween. Pros: Durable, wings bend... Cons: Hard to get in and out of. Other than being difficult to put on for him, it would be great for older kids that have patience. Good product.",221,0,0,Fun Toy,0,4.0,1.0,1296000000.0,2011-01-26 00:00:00+00:00,Toys_and_Games,1.0,0,5133946166807645852,0.1599249454062093,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.3181818181818183,221.0,0.0,0.5813953488372093,0
separate.csv,,A2X0ZXQDFKN1ET,B000EIFWNS,Lila Walker,0.0,0.0,,"The parrots was just as described, haven't given to grandkids yet to see how it holds up.. The problem is it was $5.00 cheaper from the manufacturer who makes the toys.",168,0,0,Liked it but too expensive compared to others.,0,4.0,1.0,1360368000.0,2013-02-09 00:00:00+00:00,Toys_and_Games,1.0,0,10944677484187894912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1101694915254238,168.0,0.0,1.4925373134328357,0
separate.csv,,A2JNI9V0X3YHK,B00BN7XKJM,"Man in the Middle ""strasma""",0.0,0.0,,"My first K'nex (assembled and reviewed yesterday) wasK'NEX Angry Birds Inter-Ham-Lactic. This set is similar, with the following differences:1 The finished construction is more stable. Only the parts that were designed to do so fly off when hit2 This version's slingshot works much better - enough to launch a bird several feet3 The instructions are also more clear. Particularly helpful was the first step, showing how to organize all the parts in advance. That ensured nothing was missing, and also helped with knowing what to use in each later stepOne important learning since yesterday is that what I considered spare parts, because they are not used by the design in the instructions are usable in additional design ideas viewable at the K'nex Web site.One other fun idea is to combine parts from both sets, to build something personal and original.(See photos too.)",871,0,0,My second K'nex,0,4.0,1.0,1380758400.0,2013-10-03 00:00:00+00:00,Toys_and_Games,1.0,0,3074677452024613364,0.5783256486320384,0.0,0.0,80.0,90.0,2.5,0.2875,0.0,4297.0,0.2352941176470588,871.0,0.0,2.351313969571231,0
separate.csv,,A2CTYEIQC94L14,B000062XQ8,"kay See ""Ksrinik""",0.0,0.0,,"Hi, I purchased Leapfrog Leapstart for my grandson. he simply loves it. It is versatile, can be used in many ways. It is colorful and attractive without being garrish. It is a useful learning tool for the young ones. I strongly recoomned it! 4 1/2 stars!",254,0,0,great start for toy collection,0,4.0,1.0,1162684800.0,2006-11-05 00:00:00+00:00,Toys_and_Games,1.0,0,6533318414068279875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7487437185929648,254.0,0.0,1.4705882352941175,0
separate.csv,,A1F0EVZPO4N2CI,B001584CUA,susy,0.0,0.0,,Those ballos looked really good in my birthday party. I mixed them with owl themed foil ballons. The assorted colors are well distributed.,138,0,0,Very nice.,0,5.0,1.0,1390867200.0,2014-01-28 00:00:00+00:00,Toys_and_Games,1.0,0,11128582623577224576,0.3210289415620512,1.0,2.0,4.0,100.0,0.0,0.25,0.0,322.0,0.552941176470588,138.0,1.0,0.0,0
